Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	937.3253809523812	0.3955653809523809	0.0049934847619047	0.0398507142857142	0.0558931047619047	1.3226009523809523	0.0006254665714285	1.4820947619047615	0.0005672038095238
1.5	0	1	939.429297619048	821.7266740357143	-0.0199173733333333	0.0331517642857141	0.1050617809523808	1531.388498333333	1.2700692189761906	1.5751135714285711	0.6567429028571429
1.5	0	2	941.5332142857146	1643.0577826904762	-0.0448282314285714	0.0264528142857142	0.154230457142857	3061.454395714285	2.5395129713809528	1.6681323809523811	1.312918601904762
1.5	0	3	943.6371309523812	2464.3888913452383	-0.0697390895238095	0.0197538642857142	0.2033991333333333	4591.520293095236	3.8089567237857143	1.761151190476191	1.9690943009523807
1.5	0	6	958.6974523809528	4947.035000000002	-0.1239364499999999	0.0537200452380951	0.2641390238095238	9179.76452380952	7.6060002380952385	2.414915	3.936785238095238
1.5	0	7	965.1756547619048	5777.692500000003	-0.1385797011904761	0.0740526107142856	0.2699246309523809	10708.853690476188	8.86980011904762	2.6952875	4.592542857142858
1.5	0	8	971.6538571428572	6608.350000000003	-0.1532229523809523	0.0943851761904761	0.2757102380952381	12237.942857142854	10.1336	2.975659999999999	5.248300476190477
1.5	0	9	972.5437261904764	7382.917500000002	-0.1711295238095237	0.1273740964285713	0.2694946428571428	13678.182142857142	11.273225	3.406582261904761	5.8659509523809525
1.5	0	11	974.3234642857144	8932.052500000002	-0.2069426666666665	0.1933519369047618	0.2570634523809523	16558.660714285717	13.552475	4.268426785714285	7.101251904761905
1.5	0	12	975.2133333333334	9706.62	-0.224849238095238	0.2263408571428571	0.2508478571428571	17998.900000000005	14.692100000000002	4.699349047619047	7.718902380952381
1.5	0	13	970.4669047619047	10426.215	-0.2637548095238095	0.2451358928571428	0.3034696071428571	19363.60000000001	15.697000000000005	5.259114047619048	8.304172023809524
1.5	0	14	965.720476190476	11145.81	-0.3026603809523809	0.2639309285714285	0.3560913571428571	20728.300000000007	16.701900000000002	5.818879047619048	8.889441666666666
1.5	0	15	960.9740476190476	11865.405	-0.3415659523809523	0.2827259642857143	0.4087131071428571	22093.000000000007	17.706800000000005	6.378644047619049	9.474711309523808
1.5	0	16	956.227619047619	12585.0	-0.3804715238095238	0.301521	0.4613348571428571	23457.700000000008	18.711700000000004	6.938409047619049	10.059980952380952
