Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	937.3253809523812	0.3955653809523809	0.0049934847619047	0.0398507142857142	0.0558931047619047	1.3226009523809523	0.0006254665714285	1.4820947619047615	0.0005672038095238
1.5	0	1	939.429297619048	821.7266740357143	-0.0199173733333333	0.0331517642857141	0.1050617809523808	1531.388498333333	1.2700692189761906	1.5751135714285711	0.6567429028571429
1.5	0	3	943.6371309523812	2464.3888913452383	-0.0697390895238095	0.0197538642857142	0.2033991333333333	4591.520293095236	3.8089567237857143	1.761151190476191	1.9690943009523807
1.5	0	4	945.741047619048	3285.7200000000003	-0.0946499476190476	0.0130549142857142	0.2525678095238095	6121.586190476189	5.0784004761904775	1.8541700000000008	2.62527
1.5	0	6	958.6974523809528	4947.035000000002	-0.1239364499999999	0.0537200452380951	0.2641390238095238	9179.76452380952	7.6060002380952385	2.414915	3.936785238095238
1.5	0	7	965.1756547619048	5777.692500000003	-0.1385797011904761	0.0740526107142856	0.2699246309523809	10708.853690476188	8.86980011904762	2.6952875	4.592542857142858
1.5	0	9	972.5437261904764	7382.917500000002	-0.1711295238095237	0.1273740964285713	0.2694946428571428	13678.182142857142	11.273225	3.406582261904761	5.8659509523809525
1.5	0	10	973.4335952380952	8157.485000000002	-0.1890360952380951	0.1603630166666665	0.2632790476190476	15118.42142857143	12.41285	3.837504523809523	6.483601428571429
1.5	0	11	974.3234642857144	8932.052500000002	-0.2069426666666665	0.1933519369047618	0.2570634523809523	16558.660714285717	13.552475	4.268426785714285	7.101251904761905
1.5	0	12	975.2133333333334	9706.62	-0.224849238095238	0.2263408571428571	0.2508478571428571	17998.900000000005	14.692100000000002	4.699349047619047	7.718902380952381
1.5	0	13	970.4669047619047	10426.215	-0.2637548095238095	0.2451358928571428	0.3034696071428571	19363.60000000001	15.697000000000005	5.259114047619048	8.304172023809524
1.5	0	15	960.9740476190476	11865.405	-0.3415659523809523	0.2827259642857143	0.4087131071428571	22093.000000000007	17.706800000000005	6.378644047619049	9.474711309523808
1.5	0	16	956.227619047619	12585.0	-0.3804715238095238	0.301521	0.4613348571428571	23457.700000000008	18.711700000000004	6.938409047619049	10.059980952380952
1.5	0	17	950.25325	13257.95	-0.4130100833333334	0.270126238095238	0.4728257738095237	24763.675000000003	19.582450000000005	7.615557380952381	10.620035714285711
